,Image_name,Volume_agg_SITK (nm^3),Centroid,bbox_agg_0,bbox_agg_1,Aggregate ID,bbox_agg_2,bbox_agg_3,bbox_agg_4,bbox_agg_5,centroid_agg_0,centroid_agg_1,centroid_agg_2,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Maximum,Mean,Minimum,r_agg_dist_488,r_agg_dist_560,p_agg_min_488,p_agg_min_560
0,2023-10-03_Z_stack2_nuc19,495.0,"(64.38181818181818, 152.03434343434344, 144.5878787878788)",140,148,1,60,10,9,10,144.5878787878788,152.03434343434344,64.38181818181818,0.8066756307594368,0.7074237946097699,7.4853447441396135,10.581132273432631,12.041594578792296,485.3333333333333,8.535541550820303,0.9033604640862463,330.610359940111,0.6812026647117672,495.0,259.0,156.64040404040404,110.0,3.9615539706321194,5.243311945515093,1.9297899365929863,1.7092623769315671
1,2023-10-03_Z_stack2_nuc19,853.0,"(67.03751465416178, 164.83704572098475, 115.33411488862836)",109,160,2,62,14,11,12,115.33411488862836,164.83704572098475,67.03751465416178,0.8196875170946165,0.6757890736542531,8.688256626320829,12.856462119667105,15.0,840.1666666666666,10.53828151349092,0.8877342001064623,485.0406505565743,0.5773147993135184,853.0,228.0,155.4314185228605,107.0,4.72726699886301,4.84429168909835,2.558079156137557,2.059866860948376
2,2023-10-03_Z_stack2_nuc19,616.0,"(69.9853896103896, 75.75324675324676, 173.6038961038961)",169,72,3,65,11,9,11,173.6038961038961,75.75324675324676,69.9853896103896,0.8006936843697733,0.7336153614145443,8.280998083508571,11.287928959858878,13.152946437965905,605.5833333333334,9.038173427773668,0.9061181336397325,382.01631601006267,0.6308236950764761,616.0,239.0,157.36201298701297,110.0,7.261258056407139,8.44531888075178,2.6024994686817005,0.6080855820835465
3,2023-10-03_Z_stack2_nuc19,627.0,"(71.89473684210526, 119.8883572567783, 55.22647527910686)",50,115,4,67,12,10,10,55.22647527910686,119.8883572567783,71.89473684210526,0.8269696716595898,0.7321682954552794,8.236469491003248,11.249421126438722,12.806248474865697,615.7083333333334,9.302930095291483,0.9032847145967379,387.47422450588346,0.629314569137254,627.0,229.0,155.97448165869218,118.0,7.803828682967706,5.997806569182642,2.4289278827302305,0.08833055566546567
4,2023-10-03_Z_stack2_nuc19,500.0,"(72.886, 158.502, 83.416)",79,155,5,68,10,8,11,83.416,158.502,72.886,0.9563307623361,0.8009102978951117,7.716689137161376,9.634898137084466,11.357816691600547,489.75,9.214149480468658,0.910208219558214,330.11075045460524,0.6740393066964885,500.0,241.0,155.37,112.0,6.043382666972977,4.977549568858357,2.503246011326773,2.3571678853962426
5,2023-10-03_Z_stack2_nuc19,424.0,"(74.17924528301887, 107.72877358490567, 105.14386792452831)",101,104,6,70,9,8,10,105.14386792452831,107.72877358490567,74.17924528301887,0.9237576092142938,0.8336938413564698,7.578533617970646,9.090307786896828,10.488088481701515,414.6666666666667,8.397240988245892,0.929755564147471,289.2331642349522,0.6975076307916853,424.0,238.0,157.58490566037736,117.0,3.034077973934195,1.7203772195012152,1.9134285794291148,0.10634978395753805
6,2023-10-03_Z_stack2_nuc19,797.0,"(75.49058971141781, 139.13927227101632, 35.099121706398996)",30,134,7,70,11,11,12,35.099121706398996,139.13927227101632,75.49058971141781,0.8284238388659038,0.811806600366528,9.534762195417372,11.745115389690671,13.601470508735444,785.3333333333334,9.72993357905055,0.9136540997532578,450.54516981727903,0.5736992824498459,797.0,262.0,160.5181932245922,110.0,10.149810501374242,8.44527079923644,2.0377647259080596,2.085551230425616
7,2023-10-03_Z_stack2_nuc19,356.0,"(77.26404494382022, 94.36516853932584, 139.42977528089887)",135,91,8,73,9,8,9,139.42977528089887,94.36516853932584,77.26404494382022,0.932369822641289,0.8852038618881749,7.421421920990902,8.383856239805274,9.899494936611665,347.3333333333333,7.816854555357309,0.9215942343727977,259.2837812455754,0.7464984104958986,356.0,237.0,157.93820224719101,115.0,3.7393395672785155,4.500618654844356,1.8034425529875588,1.5170566931161553
8,2023-10-03_Z_stack3_nuc20,936.0,"(54.136752136752136, 122.99252136752136, 96.36004273504274)",90,117,9,49,13,13,12,96.36004273504274,122.99252136752136,54.136752136752136,0.9050608044002598,0.7712640278000521,9.452793648071873,12.256235617567894,14.212670403551895,922.9583333333334,11.092638466955114,0.9016305077942877,508.4445422534199,0.5508856942838734,936.0,242.0,163.6741452991453,112.0,5.906611214105261,5.498051432718996,0.9768404404767269,1.246844469125653
9,2023-10-03_Z_stack3_nuc20,821.0,"(54.35200974421437, 74.32643118148599, 231.5359317904994)",227,68,10,50,10,13,10,231.5359317904994,74.32643118148599,54.35200974421437,0.7755291584896118,0.7348489170688559,9.228511115126521,12.558378873220551,14.247806848775006,809.0,9.739388999542452,0.9093757341820491,461.71407186203993,0.5707219676910259,821.0,266.0,166.82825822168087,112.0,10.519123507685503,10.599255852416082,0.8135297596883561,1.3269688145663412
10,2023-10-03_Z_stack3_nuc20,1534.0,"(56.40677966101695, 77.68383311603651, 35.15906127770535)",28,71,11,50,16,14,14,35.15906127770535,77.68383311603651,56.40677966101695,0.7483752962139454,0.7141770514467021,11.290191746556278,15.808673386642486,18.0,1518.9583333333333,11.830820628478085,0.8987318536160565,711.0244970281732,0.46810006662120857,1534.0,288.0,172.15840938722295,108.0,10.842175317644804,10.91590828351217,1.195353336697307,1.5139220343655346
11,2023-10-03_Z_stack3_nuc20,432.0,"(54.9837962962963, 102.14351851851852, 149.35416666666666)",145,98,12,51,9,10,9,149.35416666666666,102.14351851851852,54.9837962962963,0.858187498689306,0.7495571649453046,7.286921719224718,9.721635733755475,11.224972160321824,422.8333333333333,8.342986253520186,0.9108824466778911,299.0895706955034,0.7073462452396613,432.0,231.0,159.6875,115.0,2.4783927675071102,2.070597385569605,2.3005055618885577,1.8243984773152437
12,2023-10-03_Z_stack3_nuc20,301.0,"(55.46511627906977, 44.78737541528239, 147.19269102990035)",143,41,13,52,9,8,8,147.19269102990035,44.78737541528239,55.46511627906977,0.9377152169305105,0.8420674254566222,6.772844768118693,8.043114557537988,9.539392014169456,292.2916666666667,7.542150912118682,0.9155134249818992,232.6467713399374,0.7959404864089091,301.0,248.0,164.4451827242525,126.0,4.503396016254568,5.103815044973868,2.081429237173566,1.3955647307451582
13,2023-10-03_Z_stack4_nuc21,624.0,"(55.55769230769231, 153.46634615384616, 141.51442307692307)",137,148,14,51,10,12,10,141.51442307692307,153.46634615384616,55.55769230769231,0.9327233166447931,0.8118354107018468,8.448210711999103,10.406309703460048,12.409673645990857,613.1666666666666,9.70620770064415,0.9171855977333175,380.55075647920677,0.6206318398682361,624.0,181.0,128.04967948717947,103.0,5.081959539251154,5.051928076798593,1.4736242906504073,1.4736242906504073
14,2023-10-03_Z_stack4_nuc21,351.0,"(64.97720797720798, 126.80341880341881, 145.74074074074073)",141,123,15,61,10,8,9,145.74074074074073,126.80341880341881,64.97720797720798,0.797753095503742,0.7282571890807057,6.83632275594714,9.387236897141754,10.862780491200215,341.625,7.488697292921777,0.8969459491604553,263.48199804138744,0.7712608797406145,351.0,159.0,128.02564102564102,104.0,5.40358435330379,5.5151944726553985,2.0587410769707586,1.9579882516361482
15,2023-10-03_Z_stack4_nuc22,1047.0,"(59.82234957020057, 112.567335243553, 76.19866284622732)",70,107,16,54,14,12,13,76.19866284622732,112.567335243553,59.82234957020057,0.9001358308377829,0.7367621561931583,9.524067435551142,12.926922692069162,15.165750888103101,1033.5,11.635986297601464,0.9007055066293759,548.8347827257275,0.5310447825115893,1047.0,196.0,128.3295128939828,100.0,1.9038713774281935,1.9740707673993387,2.8431063452515764,0.0669057139898724
16,2023-10-03_Z_stack4_nuc22,346.0,"(60.971098265895954, 49.54913294797688, 64.84393063583815)",61,46,17,57,9,8,9,64.84393063583815,49.54913294797688,60.971098265895954,0.9181896370100343,0.780459990598292,6.829819719633087,8.751018376223774,10.488088481701515,336.75,8.035094386333048,0.900408119023849,259.9659440003796,0.7719849858957077,346.0,159.0,126.84682080924856,101.0,6.216214089051779,6.260568117469104,0.9506172142376474,1.1035599789227994
17,2023-10-03_Z_stack4_nuc22,323.0,"(62.38390092879257, 102.05882352941177, 81.56656346749226)",78,98,18,59,8,9,8,81.56656346749226,102.05882352941177,62.38390092879257,0.9543947281569258,0.890840145804376,7.162759736479761,8.040454586846456,9.486832980505138,314.5416666666667,7.673767469671432,0.9162383054005895,244.11500170128608,0.7760975017659114,323.0,176.0,128.23529411764707,95.0,0.9681833386447434,1.1617790559781904,2.3957023725680933,0.3657969016455134
18,2023-10-03_Z_stack4_nuc23,650.0,"(55.20461538461539, 88.41692307692308, 51.14)",45,84,19,51,12,11,10,51.14,88.41692307692308,55.20461538461539,0.7840395404851216,0.7442052182888762,8.6370141643562,11.605688796720575,13.490737563232042,638.8333333333334,9.099318911194123,0.8909726452835395,402.60404432032396,0.6302176535147257,650.0,176.0,129.3153846153846,103.0,6.09672998818898,7.861034037736544,2.1159768422925938,1.9846102891255881
19,2023-10-03_Z_stack4_nuc23,735.0,"(57.435374149659864, 37.910204081632656, 94.91972789115647)",90,33,20,53,12,11,10,94.91972789115647,37.910204081632656,57.435374149659864,0.9023471563428289,0.8555761476865651,9.351264620612177,10.929786490539186,12.68857754044952,723.5416666666666,9.862461759172302,0.9127056260813183,427.0339734803412,0.5901995602377305,735.0,187.0,130.1156462585034,99.0,5.889433472362901,5.641994637485886,1.1653786510827004,1.367466904390529
20,2023-10-03_Z_stack4_nuc23,461.0,"(64.83731019522777, 67.8590021691974, 130.9891540130152)",127,64,21,60,9,9,10,130.9891540130152,67.8590021691974,64.83731019522777,0.9950210137853979,0.8439041691013475,7.664106607530605,9.081726205585547,10.862780491200215,451.625,9.036508416003146,0.9246434859063845,307.8660453943796,0.6816851268073726,461.0,182.0,129.64859002169197,99.0,3.792242886164356,2.1602141974898332,1.741800161934263,0.5123220720430796
21,2023-10-03_Z_stack4_nuc23,270.0,"(64.05555555555556, 83.12592592592593, 136.42962962962963)",133,80,22,60,8,8,8,136.42962962962963,83.12592592592593,64.05555555555556,0.9459394244820974,0.892255115918792,6.821362259134189,7.645080580019931,9.16515138991168,262.0416666666667,7.231783123983313,0.8914346302979256,222.14754853024976,0.847756585264111,270.0,191.0,129.38518518518518,97.0,3.48362566717066,1.8433347874938661,2.1432659330085615,0.7529196169546011
22,2023-10-03_Z_stack4_nuc23,284.0,"(64.08802816901408, 80.80281690140845, 143.2288732394366)",140,77,23,61,8,8,8,143.2288732394366,80.80281690140845,64.08802816901408,0.8239773816857882,0.761361475174655,6.526474423898348,8.572110143084382,10.246950765959598,275.5833333333333,7.063224871220855,0.8902362788758632,230.04570805161507,0.8347591462411191,284.0,173.0,128.95422535211267,105.0,4.243210255505731,2.4737136437385123,1.913463258542072,0.7787848340240946
23,2023-10-03_Z_stack4_nuc23,632.0,"(66.6503164556962, 88.66455696202532, 62.504746835443036)",58,84,24,62,11,11,10,62.504746835443036,88.66455696202532,66.6503164556962,0.9041994543692766,0.8313533519092842,8.724178157321663,10.493947173347816,12.328828005937952,621.0833333333334,9.488621308321108,0.9054418180467507,388.7975259125374,0.6259989683282502,632.0,188.0,128.94145569620252,101.0,4.938626157341277,6.790910406655172,1.802324179917456,2.2713100200277414
24,2023-10-03_Z_stack4_nuc23,301.0,"(66.44518272425249, 151.64119601328903, 91.35548172757476)",88,148,25,63,8,9,8,91.35548172757476,151.64119601328903,66.44518272425249,0.8292433500674103,0.7542790399519151,6.555454993591472,8.69102102321361,10.04987562112089,292.4583333333333,7.206971388795946,0.9078461238229575,234.70078813891288,0.8025101745738581,301.0,171.0,129.90697674418604,105.0,6.935499679470607,8.47008918115627,1.2379428793714184,1.3253898796648336
