,Image_name,Volume_agg_SITK (nm^3),Centroid,bbox_agg_0,bbox_agg_1,Aggregate ID,bbox_agg_2,bbox_agg_3,bbox_agg_4,bbox_agg_5,centroid_agg_0,centroid_agg_1,centroid_agg_2,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Maximum,Mean,Minimum,r_agg_dist_488,r_agg_dist_560,p_agg_min_488,p_agg_min_560
20,2023-10-03_Z_stack5_nuc13,1606.0,"(41.65379825653798, 132.32752179327522, 122.65068493150685)",116,125,21,35,15,15,14,122.65068493150685,132.32752179327522,41.65379825653798,0.804629260741008,0.7428671896976424,11.568853191296823,15.57324559724533,18.867962264113206,1590.8333333333333,12.530689092249668,0.8886170989777578,741.6276507251625,0.46618815132016506,1606.0,255.0,151.98256537982564,97.0,2.371715021838162,2.2927774310150615,3.039911953728038,3.33378440233849
21,2023-10-03_Z_stack5_nuc13,1963.0,"(47.828323993886904, 92.75089149261335, 163.65970453387672)",156,84,22,40,16,18,15,163.65970453387672,92.75089149261335,47.828323993886904,0.8372034187185382,0.7967413139005088,12.722217014624098,15.967813884711838,18.788294228055936,1946.7083333333333,13.368308373742092,0.9048797184419854,833.2216173647147,0.4280156421470678,1963.0,319.0,160.07182883341824,101.0,4.8677394227057995,4.9893140152720346,2.523051254107499,2.7491271013285163
22,2023-10-03_Z_stack5_nuc13,545.0,"(45.83853211009174, 143.98532110091742, 168.9467889908257)",165,140,23,41,9,9,11,168.9467889908257,143.98532110091742,45.83853211009174,0.8486024437199554,0.7992825772226327,8.242508745618796,10.312383855857428,12.083045973594572,534.875,8.75111414065883,0.9196329212661077,346.5009909269137,0.6478167626584037,545.0,251.0,155.0880733944954,107.0,6.086118958316917,6.126129236457841,2.918758415457775,3.304021484403803
23,2023-10-03_Z_stack5_nuc13,644.0,"(46.57298136645963, 62.11801242236025, 54.754658385093165)",50,57,24,42,11,11,10,54.754658385093165,62.11801242236025,46.57298136645963,0.8440162238965547,0.6635196972091586,7.724884941523821,11.642284281861699,13.638181696985855,633.3333333333334,9.826276817107123,0.8940831764744407,398.8973020180662,0.6298378452916835,644.0,223.0,149.2173913043478,108.0,9.161286117234312,9.126989652968684,1.1445845468275078,1.3727967235140783
24,2023-10-03_Z_stack5_nuc13,733.0,"(49.410641200545705, 77.54297407912688, 89.33697135061392)",84,73,25,44,11,11,12,89.33697135061392,77.54297407912688,49.410641200545705,0.9582755934080237,0.9061194829852505,9.508443035505739,10.493586347111483,12.36931687685298,721.0833333333334,10.055747683756593,0.9123047526126205,426.2533700352539,0.5911291390758172,733.0,283.0,160.07776261937244,110.0,5.338196344624573,5.329274106110368,2.173248574752414,2.417704118958977
25,2023-10-03_Z_stack5_nuc14,1651.0,"(34.3313143549364, 115.01635372501514, 134.30163537250152)",127,107,26,27,15,16,23,134.30163537250152,115.01635372501514,34.3313143549364,0.5824378956287664,0.5085727025381055,10.477578880552215,20.601929337265542,26.038433132583073,1630.625,11.999344369089487,0.8049724045038156,832.2858855998716,0.5104091287695648,1651.0,196.0,135.9061175045427,98.0,2.926314943805586,2.738020970858078,3.0652414716584273,3.23325445731772
26,2023-10-03_Z_stack5_nuc14,946.0,"(34.36680761099366, 142.03276955602536, 72.76321353065539)",68,136,27,29,11,13,12,72.76321353065539,142.03276955602536,34.36680761099366,0.9835545051157981,0.8393406018425958,9.757768079546304,11.625516575899196,13.638181696985855,934.2083333333334,11.434329202524042,0.9140134260217428,505.623643663237,0.5412322130109133,946.0,211.0,138.6723044397463,105.0,7.068867740979769,7.216914894267402,2.5116577870138888,2.734711201919631
27,2023-10-03_Z_stack5_nuc14,1027.0,"(38.505355404089585, 154.73222979552094, 52.04673807205453)",46,149,28,33,13,12,12,52.04673807205453,154.73222979552094,38.505355404089585,0.8739617876412832,0.8114164265876964,10.195761966587343,12.565387675800771,14.798648586948742,1014.375,10.98166867554859,0.9114222826266388,535.6694029697903,0.5280782777274581,1027.0,201.0,135.53748782862706,100.0,9.486264785904726,9.681407081013953,1.266703859225883,1.3423687312721926
28,2023-10-03_Z_stack5_nuc14,895.0,"(41.12849162011173, 53.17094972067039, 153.01340782122904)",148,47,29,36,11,13,11,153.01340782122904,53.17094972067039,41.12849162011173,0.8386091376965426,0.757953168962669,9.43644827651946,12.449909391412847,14.45683229480096,882.8333333333334,10.440607779132815,0.9144436294790026,486.6831766947991,0.5512741287839898,895.0,191.0,136.11173184357543,105.0,6.155193327823966,5.969987969730866,3.809138962511132,3.931507225763976
29,2023-10-03_Z_stack5_nuc14,323.0,"(43.26934984520124, 75.20123839009288, 38.04643962848297)",34,71,30,40,9,9,8,38.04643962848297,75.20123839009288,43.26934984520124,0.8408026587541503,0.7921713709796869,6.933033589670173,8.751936567836346,10.295630140987,314.25,7.358651535484472,0.906792993863479,246.50524217359373,0.7844240005524065,323.0,174.0,134.41486068111456,104.0,9.167656837352583,9.351513421839774,1.1140815133159072,1.323985405067739
30,2023-10-03_Z_stack5_nuc15,690.0,"(32.710144927536234, 60.426086956521736, 88.8913043478261)",84,55,31,28,11,11,11,88.8913043478261,60.426086956521736,32.710144927536234,0.8601624684030102,0.780846003633695,8.753456958753048,11.210221885004879,12.884098726725126,679.1666666666666,9.642612127951244,0.9036896076452503,413.4748309632725,0.6087972971238368,690.0,233.0,145.30144927536233,101.0,3.37786887150824,3.231773998299196,2.268847271166397,2.283577850361536
31,2023-10-03_Z_stack5_nuc15,1152.0,"(34.27430555555556, 47.950520833333336, 118.8984375)",113,41,32,29,13,15,12,118.8984375,47.950520833333336,34.27430555555556,0.7781081345484311,0.7299705228614514,10.263654025286638,14.060367787254721,15.811388300841896,1138.5416666666667,10.940486550005623,0.901226105241284,585.0814296585847,0.5138867085747862,1152.0,223.0,146.93142361111111,105.0,5.812095904399604,5.796699793883875,1.9877854779154656,2.1812808962981745
