,Image_name,Nucleus ID,Cell line,Condition,Centroid,Volume_nucleus (nm^3)_SITK,Flatness_nucleus_SITK,Roundness_nucleus_SITK,bbox_nuc_0,bbox_nuc_1,bbox_nuc_2,bbox_nuc_3,bbox_nuc_4,bbox_nuc_5,centroid_nuc_0,centroid_nuc_1,centroid_nuc_2,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Maximum,Mean,Minimum,x_length,y_length,z_length,Physical pixel size X,Physical pixel size Y,Physical pixel size Z,Pixel size (um2),Voxel size (um3),Size of estimated periphery,p_nuc_min_488
0,2023-10-03_Z_stack5_nuc16,1,HeLa,Non-Confined,"[(41.24874700169929, 137.52347825375696, 140.6949473137475)]",489027.0,4.292878494874397,0.39494650463420145,49,62,23,190,151,37,140.6949473137475,137.52347825375696,41.24874700169929,0.7131501649209305,0.1661240041553504,30.19071094408077,181.73599352835257,190.3811965504997,490066.2083333333,129.6050537568138,0.3596072483843541,83590.87267330039,0.17057057036759313,489027.0,261.0,119.27340208209363,45.0,20.468741438686283,16.22448239947267,8.722652813999801,0.1083,0.1083,0.24,0.011728889999999999,0.0028149335999999997,59604,4.040496436288475
1,2023-10-03_Z_stack5_nuc17,2,HeLa,Non-Confined,"[(41.83050140847225, 89.14462992463287, 76.72012040381942)]",522907.0,4.409494312829127,0.4357655332671323,0,6,22,165,174,38,76.72012040381942,89.14462992463287,41.83050140847225,0.8072687093552248,0.18307512201717352,31.41520592446074,171.5973507395167,183.63550854886427,520797.125,138.5251718602655,0.3927586723652617,79702.27657948746,0.15303901030461228,522907.0,272.0,118.64573815229095,48.0,19.6153910092697,16.765047673600193,9.192372655500291,0.1083,0.1083,0.24,0.011728889999999999,0.0028149335999999997,61851,4.120820910159805
2,2023-10-03_Z_stack5_nuc18,3,HeLa,Non-Confined,"[(43.06404536979813, 78.76572180876755, 82.19144018987177)]",385102.0,4.192818466584505,0.4911479921109708,3,0,23,159,160,36,82.19144018987177,78.76572180876755,43.06404536979813,0.689226047344929,0.16438251568434226,27.92413921793181,169.8729277969776,184.2471166667202,384604.625,117.0808465764214,0.4482327096122805,57058.924354723174,0.14835735361924776,385102.0,335.0,127.9164403197075,63.0,19.7147814306972,13.47679087271549,8.498880628004464,0.1083,0.1083,0.24,0.011728889999999999,0.0028149335999999997,46747,3.584778860180205
