,Image_name,Volume_agg_SITK (nm^3),Centroid,bbox_agg_0,bbox_agg_1,Aggregate ID,bbox_agg_2,bbox_agg_3,bbox_agg_4,bbox_agg_5,centroid_agg_0,centroid_agg_1,centroid_agg_2,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Maximum,Mean,Minimum,r_agg_dist_488,r_agg_dist_560,p_agg_min_488,p_agg_min_560
11,2023-10-03_Z_stack5_nuc17,1110.0,"(49.254954954954954, 87.28378378378379, 119.3954954954955)",113,81,12,44,14,13,11,119.3954954954955,87.28378378378379,49.254954954954954,0.8058366067003446,0.701120207123381,9.760631569710066,13.921480896630925,15.556349186104045,1096.9166666666667,11.218438925984737,0.9073382720825577,566.8880705668432,0.5168014014132126,1110.0,244.0,148.86216216216215,107.0,4.957436866672725,5.156404549612471,2.484322244063092,2.142388107979397
12,2023-10-03_Z_stack5_nuc17,1042.0,"(49.68330134357006, 133.1333973128599, 49.56717850287908)",44,127,13,44,12,13,12,49.56717850287908,133.1333973128599,49.68330134357006,0.897948355467713,0.8882822425740508,10.785750962158303,12.142256644581252,14.035668847618199,1029.375,10.903119385668647,0.9138111659365666,539.5231385998479,0.5241269106009452,1042.0,272.0,153.76775431861805,107.0,5.907201520975052,5.942350065177433,2.5272338059493036,2.280858463867911
13,2023-10-03_Z_stack5_nuc18,764.0,"(33.353403141361255, 50.22905759162304, 45.82329842931937)",40,45,14,29,12,12,10,45.82329842931937,50.22905759162304,33.353403141361255,0.9369239034923327,0.7304172415899236,8.466611755094915,11.591473028026225,13.96424004376894,752.2083333333334,10.860328156644421,0.882054923356802,453.46863784395606,0.6028497927355534,764.0,266.0,164.60471204188482,126.0,5.5223111473045225,5.765924926027932,2.382536464861269,2.4600478024408705
14,2023-10-03_Z_stack5_nuc18,288.0,"(34.25347222222222, 57.208333333333336, 72.85763888888889)",69,54,15,30,9,7,9,72.85763888888889,57.208333333333336,34.25347222222222,0.9211360520725937,0.7762785550235404,6.361775660491471,8.19522273199799,9.643650760992955,279.875,7.5489151132082055,0.9093864508699046,227.53334400987012,0.812982024153176,288.0,207.0,162.79513888888889,117.0,3.3081338602264587,3.526059720220268,2.820011788487053,2.958238899828063
15,2023-10-03_Z_stack5_nuc18,1243.0,"(36.77152051488335, 58.25905068382944, 121.92276749798874)",115,52,16,31,15,13,13,121.92276749798874,58.25905068382944,36.77152051488335,0.727484260676284,0.6570813432293141,10.041496739718648,15.281969033496477,17.663521732655695,1229.0833333333333,11.117391944011052,0.8927948956983608,621.517429437446,0.5056755816156588,1243.0,291.0,173.48350764279968,117.0,5.072274509175915,5.050068452308217,2.093794171722915,2.301380556628785
16,2023-10-03_Z_stack5_nuc18,546.0,"(36.15567765567766, 45.3058608058608, 55.505494505494504)",50,40,17,32,11,11,10,55.505494505494504,45.3058608058608,36.15567765567766,0.8955089199860603,0.7696592210774749,8.009374475332628,10.406390589487128,12.68857754044952,534.5833333333334,9.31901559774472,0.8744819067275578,364.2589566971815,0.6813885394179544,546.0,218.0,161.5952380952381,96.0,4.922684489030391,5.185741868064552,2.9459615658649962,3.1328673237137417
17,2023-10-03_Z_stack5_nuc18,1596.0,"(41.20802005012531, 102.53947368421052, 136.65538847117796)",130,96,18,35,15,14,15,136.65538847117796,102.53947368421052,41.20802005012531,0.9169817277315425,0.8048818806119613,11.58866040228014,14.397964075758724,16.911534525287763,1580.9583333333333,13.202669974005918,0.9054478584831158,724.8268866897474,0.45847311178752176,1596.0,322.0,176.9436090225564,118.0,6.451290492717026,6.219784286130961,2.455866514407295,2.6102069264558048
18,2023-10-03_Z_stack5_nuc18,526.0,"(42.97528517110266, 128.87832699619773, 85.3916349809886)",81,125,19,38,10,9,11,85.3916349809886,128.87832699619773,42.97528517110266,0.7895330560856114,0.7234873290016853,7.823262199205617,10.813267745823083,12.569805089976535,515.875,8.537432329631669,0.8972244666568681,346.693743561268,0.6720499027114475,526.0,270.0,166.00190114068442,115.0,5.438291952208956,5.201607518425204,2.742284699376924,2.854095202355695
19,2023-10-03_Z_stack5_nuc18,625.0,"(46.2608, 66.8992, 89.9152)",85,62,20,42,12,13,10,89.9152,66.8992,46.2608,0.8363615547013504,0.7645180934612308,8.70980450092892,11.39254201492695,13.92838827718412,612.0416666666666,9.52828415160476,0.8210193185501501,424.6046451988554,0.6937512073505705,625.0,240.0,161.5664,113.0,1.7146218996594793,1.8262701756839943,2.951095412724238,3.1154223820435707
20,2023-10-03_Z_stack5_nuc18,889.0,"(47.17210348706412, 59.9066366704162, 82.16985376827897)",76,54,21,42,14,15,12,82.16985376827897,59.9066366704162,47.17210348706412,0.8321531013763575,0.656495935930079,9.002246440423853,13.71256994557031,17.291616465790582,864.125,11.410957608046562,0.8167989215577945,537.1389947819492,0.6215987209974821,889.0,256.0,165.65241844769403,111.0,2.267956780752482,2.4787651427701434,2.7452106055355303,2.838772771534787
21,2023-10-03_Z_stack5_nuc18,875.0,"(48.39085714285714, 104.28685714285714, 48.26971428571429)",43,99,22,43,12,11,12,48.26971428571429,104.28685714285714,48.39085714285714,0.9840689219234133,0.8831483829043705,9.83075493314168,11.131487214879696,13.038404810405298,863.25,10.954150622950921,0.9149760537525738,479.1801153498115,0.555088462612003,875.0,300.0,173.92342857142856,120.0,4.771791510395893,4.7651484994017865,2.159404022116557,2.3270373034621925
22,2023-10-03_Z_stack5_nuc18,1048.0,"(49.70706106870229, 112.69274809160305, 117.16698473282443)",112,106,23,44,12,14,12,117.16698473282443,112.69274809160305,49.70706106870229,0.8445142258552608,0.7518062670526049,9.87198997283269,13.131029103461747,15.297058540778355,1035.1666666666667,11.089340877992898,0.9043157893788475,547.2312163173511,0.5286406855424419,1048.0,335.0,176.93606870229007,109.0,5.512725742862716,5.2519348641026955,2.4481606969966823,2.5331108333518415
