,Image_name,Nucleus ID,Cell line,Condition,Centroid,Volume_nucleus (nm^3)_SITK,Flatness_nucleus_SITK,Roundness_nucleus_SITK,bbox_nuc_0,bbox_nuc_1,bbox_nuc_2,bbox_nuc_3,bbox_nuc_4,bbox_nuc_5,centroid_nuc_0,centroid_nuc_1,centroid_nuc_2,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Maximum,Mean,Minimum,x_length,y_length,z_length,Physical pixel size X,Physical pixel size Y,Physical pixel size Z,Pixel size (um2),Voxel size (um3),Size of estimated periphery,p_nuc_min_488
0,2023-10-03_Z_stack9_nuc34,1,HeLa,Confined,"[(48.752297965963145, 87.80837964049985, 108.16653187585331)]",114993.0,6.257821716253013,0.1180744291298664,19,11,34,185,155,30,108.16653187585331,87.80837964049985,48.752297965963145,0.6705052847172635,0.10714675411346598,21.08575265930498,196.79320044521037,187.88028103023478,112718.95833333333,131.95088089493728,0.10406876257348943,108433.05946018935,0.9619771249085741,114993.0,302.0,122.89859382745037,74.0,19.550123580229126,12.978978728447093,5.851322864389916,0.1083,0.1083,0.24,0.011728889999999999,0.0028149335999999997,47723,1.0713270111353912
1,2023-10-03_Z_stack9_nuc35,2,HeLa,Confined,"[(49.49280670122455, 59.47862043923572, 91.40628678035709)]",159732.0,5.840824889159122,0.1311091834702367,6,0,34,181,131,29,91.40628678035709,59.47862043923572,49.49280670122455,0.6610364553990654,0.11317518808447581,19.960393909190984,176.36722542305137,183.56742630434192,158600.70833333334,116.58516554222182,0.115744619641609,122420.28722959867,0.7718773044336361,159732.0,311.0,115.01973305286354,75.0,18.875640652796694,13.261308400792132,5.452857308306614,0.1083,0.1083,0.24,0.011728889999999999,0.0028149335999999997,40157,2.71254664394405
