,Image_name,Nucleus ID,Cell line,Condition,Centroid,Volume_nucleus (nm^3)_SITK,Flatness_nucleus_SITK,Roundness_nucleus_SITK,bbox_nuc_0,bbox_nuc_1,bbox_nuc_2,bbox_nuc_3,bbox_nuc_4,bbox_nuc_5,centroid_nuc_0,centroid_nuc_1,centroid_nuc_2,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Maximum,Mean,Minimum,x_length,y_length,z_length,Size of estimated periphery,p_nuc_min_560
0,2023-10-03_Z_stack9_nuc34,1,HeLa,Confined,"[(46.49271905796417, 86.73243128364976, 118.45884103145367)]",127044.0,5.210347395735916,0.1504032814732007,18,8,32,189,160,33,118.45884103145367,86.73243128364976,46.49271905796417,0.7482328876974157,0.1436051823165889,30.445980300072815,212.01171022472062,193.89430110243055,125476.54166666667,158.6341341671104,0.1339717131544188,90471.69086881465,0.7210247402989176,127044.0,195.0,112.78833317590755,78.0,20.043801040134227,13.700045685422076,6.8118103114142805,48606,0.8246570918878007
1,2023-10-03_Z_stack9_nuc35,2,HeLa,Confined,"[(48.82830342952163, 54.25009876066845, 98.70507767641412)]",108849.0,5.61108775594552,0.15465628664644518,3,0,35,185,131,29,98.70507767641412,54.25009876066845,48.82830342952163,0.6499925239134424,0.11584073395121948,24.34459750854422,210.1557602250321,187.00267377767625,107473.29166666667,136.59967300361686,0.13758696028950587,79452.4357222753,0.7392760981835438,108849.0,180.0,110.95339415153101,86.0,19.642114722042397,13.853392378937784,5.733363884048099,39462,1.0081517847661907
