,Image name,Confiner_height,Condition,Number of total HP1a condensates,Volume nucleus (um3),Sphericity,Major axis nucleus (um),Intermediate axis nucleus (um),Minor axis nucleus (um),Flatness nucleus (um),Elongation nucleus (um),Condensate volume fraction
39,2022-06-10_Image1,5-8,Confined,11,1286.8368639805026,0.4034355772169873,19.07908904829338,8.368435417244125,5.613354434932322,0.4575840957952966,0.3377174429374251,0.006311423544945484
40,2022-06-10_Image10,5-8,Confined,13,1103.5199494662363,0.4074315865987662,13.742658038714085,10.960043099421064,5.055363910632508,0.39348598343280383,0.10696030997035855,0.0043990371081854334
41,2022-06-10_Image11,5-8,Confined,4,1867.725318579322,0.4413936084542499,17.946734190730474,10.59910662569624,6.522919560041382,0.3971235823272785,0.23150346214916895,0.0014723179590113785
42,2022-06-10_Image12,5-8,Confined,3,1315.037938469969,0.4212893999827841,15.078823494939108,10.06488699214772,5.95681350972165,0.3714739632110219,0.18300250920364114,0.0007587996279434082
43,2022-06-10_Image1_nr2,5-8,Confined,5,889.6167987448979,0.4368852535869515,14.8463688073369,8.223057373123751,5.164786224653123,0.41018467470227726,0.25577108776447754,0.0056112463357951255
44,2022-06-10_Image2_nr1,5-8,Confined,7,1376.794728490016,0.39957089815835,14.728147468644044,11.968675125733371,5.343528042886652,0.3976623857380257,0.09853477625298035,0.0037474987267383576
45,2022-06-10_Image2_nr2,<5,Confined,6,633.0817102086854,0.3600012579559433,13.4755421734858,8.667061248412931,3.6579974837269225,0.4789869787320201,0.198021345861624,0.004458169506496875
46,2022-06-10_Image3,<5,Confined,4,886.7250410879458,0.3635343966626733,15.761979541478157,9.28656972950768,4.095267400303386,0.49027521378245775,0.23242241779727157,0.0016121823804318709
47,2022-06-10_Image4,5-8,Confined,10,1458.2171120788676,0.3764770463070498,15.875538588617506,12.186536441030324,5.116523629789073,0.43229429559404353,0.12385515150162807,0.0026398818032462956
48,2022-06-10_Image5,5-8,Confined,5,1503.25360233766,0.4622293392930252,13.893228780308394,11.113609612522,6.626698275253207,0.3093675109360603,0.10561197668529032,0.0027987731027215744
49,2022-06-10_Image6,5-8,Confined,11,1828.3533143571908,0.4912112102782942,15.024125155689802,10.83336932110056,7.741041943401017,0.28219725646484584,0.15084459537347716,0.0032619167995837266
50,2022-06-10_Image7,5-8,Confined,8,1653.992039200754,0.4598365123819214,15.58100911649618,10.4894103225385,6.758082484032133,0.34141178773139713,0.17950158516385395,0.0026521922888510098
51,2022-06-10_Image8,5-8,Confined,4,1525.9427070991692,0.3975750449151271,16.23973890021782,11.93323445938675,5.317684442610633,0.4277685014814422,0.1427853876534122,0.001094612064760782
52,2022-06-10_Image9,5-8,Confined,11,1870.5141118109696,0.3590833676611363,17.584905903604174,14.720637725124318,5.134259485466504,0.45965780496828457,0.08505858167297753,0.0018111796941208207
53,2022-06-15_Image2,<5,Confined,9,1018.7305148596206,0.3656456500682735,15.298845316105686,10.509734784369172,4.233574792928176,0.4739533108666767,0.17116792112653045,0.003090538866898924
54,2022-06-15_Image3,5-8,Confined,7,1187.578117393325,0.3696947382493404,15.185818684895272,9.740018240761824,6.229227410605617,0.35953118577378473,0.1991322969914323,0.0022811276630851376
55,2022-06-15_Image4,5-8,Confined,6,968.8753075464904,0.3697520417416434,13.441433640419454,9.776994008918226,5.341038303993325,0.3696379631782243,0.14713581252584318,0.007621619958578857
56,2022-06-15_Image5,<5,Confined,5,931.1152155114128,0.3807176805933134,13.68656500717361,10.00702963383871,4.5866853747509175,0.4211017415730899,0.14492273262109268,0.004760983658044911
57,2022-06-15_Image6,<5,Confined,9,980.3886825146484,0.3047993276296199,15.377214757361916,11.26198506130197,3.822346230730528,0.5014299665024,0.14420718963835766,0.003979532006523949
