,Image name,Cell line,Condition,Physical pixel size Z,Physical pixel size Y,Physical pixel size X,Pixel size (um2),Voxel size (um3),Nucleus ID,Centroid nucleus,Number of total intense chromatin,Number of voxels nucleus,bbox nucleus (um),Major axis nucleus (um),Intermediate axis nucleus (um),Minor axis nucleus (um),Number of voxels periphery,Channel,Intense chromatin ID,Number of voxels intense chromatin,Centroid intense chromatin,Radial distance intense chromatin (um),Minimum peripheral distance intense chromatin (um),Maximum peripheral distance intense chromatin (um),Mean peripheral distance intense chromatin (um),bbox intense chromatin (um),Major axis intense chromatin (um),Intermediate axis intense chromatin (um),Minor axis intense chromatin (um),Radial distance scaled,Minimum peripheral distance scaled,Volume intense chromatin (um3),Volume nucleus (um3),Total volume intense chromatin in nucleus (um3),Total volume intense chromatin / Nucleus volume,Volume intense chromatin / Nucleus volume
0,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,1,2702.0,"(42.94559585492228, 190.61880088823094, 308.91339748334565)",2.2213919502270447,1.6705608820348343,9.393680016145616,5.840883633032628,"[-0.42342550035655196, 0.5008721870417269, -0.400152693330881, 0.4103466717234004, -1.2800000000000011, 1.2799999999999994]",0.9242976873982788,0.8104993650542813,2.5600000000000005,0.1411757774778734,0.2007885675522637,0.9909679180733668,446.94340171142574,21.08392437979338,0.0471735890921742,0.0022172112045479
1,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,2,1924.0,"(42.477650727650726, 206.86694386694387, 332.0951143451143)",2.432096397858592,1.0166095881721058,9.12641699339216,5.880305419783776,"[-0.5428696247449312, 0.5036563838795605, -0.23566631119886414, 0.37365345947361206, -1.5999999999999996, 1.5999999999999996]",1.0465260086244916,0.6093197706724762,3.2,0.154566644501313,0.1221886524245319,0.7056337062817016,446.94340171142574,21.08392437979338,0.0471735890921742,0.0015787987999816
2,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,3,26242.0,"(50.09641033457816, 245.79818611386327, 351.4737062723878)",2.0497063913170326,0.7294394879933205,8.53901389795505,5.813463721152965,"[-1.265533062568753, 1.562392933477359, -1.0062548281624526, 0.7730077867342632, -2.880000000000001, 2.880000000000001]",2.827925996046112,1.779262614896716,5.760000000000002,0.1302646718270372,0.0876730153838125,9.624344968942005,446.94340171142574,21.08392437979338,0.0471735890921742,0.0215336996409135
3,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,4,15088.0,"(45.237075821845174, 307.6133351007423, 345.1832582184517)",3.529164971690073,0.6752819882805556,10.908584125088844,6.103982637896019,"[-1.2682941862777135, 1.4081293890791926, -0.7546942759433714, 0.9085129990249986, -2.4000000000000004, 2.4000000000000004]",2.676423575356906,1.66320727496837,4.800000000000001,0.2242884731238445,0.0811637005144898,5.53357659063322,446.94340171142574,21.08392437979338,0.0471735890921742,0.0123809336248038
4,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,5,1599.0,"(44.295809881175735, 161.58161350844279, 368.9731081926204)",3.507866579880629,0.3235060945112343,10.772840058582434,6.262834494575207,"[-0.4611053634028382, 0.4577326605120534, -0.26948456073557603, 0.277073142239838, -1.4399999999999995, 1.4399999999999995]",0.9188380239148916,0.5465577029754141,2.879999999999999,0.2229348997382836,0.038882944051831,0.5864388234638466,446.94340171142574,21.08392437979338,0.0471735890921742,0.0013121098134982
5,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,6,973.0,"(44.18705035971223, 200.9907502569373, 363.26207605344297)",2.7979953243489324,0.3018102864970826,9.511819095179526,6.0099387733124825,"[-0.2948553095266942, 0.3002223009058519, -0.2820498761629969, 0.3142518244379419, -1.4399999999999995, 1.4399999999999995]",0.5950776104325461,0.5963017006009388,2.879999999999999,0.1778205621272922,0.0362752748193608,0.3568511414823782,446.94340171142574,21.08392437979338,0.0471735890921742,0.0007984257964564
6,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,7,168.0,"(43.69047619047619, 213.79761904761904, 339.9107142857143)",2.232128886745358,0.755190514741284,8.873355926197215,5.819256446068187,"[-0.1822961859576831, 0.18229618595768476, -0.09475997930780085, 0.13130430997482523, -0.9600000000000009, 0.9599999999999991]",0.3645923719153678,0.226064289282626,1.92,0.1418581403362372,0.0907680907140966,0.0616145855796912,446.94340171142574,21.08392437979338,0.0471735890921742,0.0001378576914744
7,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,8,867.0,"(46.73125720876586, 133.39561707035756, 375.95617070357554)",4.078120914047187,0.6973274473219118,11.609905889071722,6.487691866954433,"[-0.2747659602572915, 0.2700866910334522, -0.21758104013330593, 0.22459994396906496, -1.2799999999999994, 1.2800000000000011]",0.5448526512907437,0.4421809841023709,2.5600000000000005,0.2591761848378638,0.0838133951108067,0.3179752720094778,446.94340171142574,21.08392437979338,0.0471735890921742,0.0007114441577879
8,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,9,1190.0,"(47.326050420168066, 415.63529411764705, 277.5529411764706)",6.608756318238712,0.1151070020366726,14.528455329706803,7.522227631927191,"[-0.3880738809267362, 0.4107850441843538, -0.22766557586819672, 0.19308015258239092, -1.2799999999999994, 1.2800000000000011]",0.79885892511109,0.4207457284505876,2.5600000000000005,0.4200052634987709,0.0138349762063308,0.436436647856146,446.94340171142574,21.08392437979338,0.0471735890921742,0.0009764919812776
9,2023-12-13_Z_stack1,IMR90,Non-Confined,0.32,0.0338541672837999,0.0338541672837999,0.0011461046424795,0.0003667534855934,1,"[(48.91124028480887, 221.96809080550344, 296.9544767827482)]",20,1218648.0,"[-7.977036297795866, 7.757900600817675, -3.8849503803675116, 3.9578758467098765, -4.159999999999998, 4.16]",13.799739517248955,6.708291039547746,7.679999999999998,1042173,405,10,430.0,"(47.01627906976744, 390.8186046511628, 341.0325581395349)",5.938893702161437,0.0081279442906849,13.495865978689924,7.203748221405567,"[-0.21141286922920005, 0.2114128692291976, -0.16841354036442058, 0.1596545284155141, -0.9599999999999991, 0.9600000000000009]",0.4228257384583976,0.3280680687799346,1.92,0.3774335887349337,0.0009769163810919,0.157703998805162,446.94340171142574,21.08392437979338,0.0471735890921742,0.0003528500436549
