,Image_name,Nucleus ID,Cell line,Condition,Centroid,Volume_nucleus (nm^3)_SITK,Flatness_nucleus_SITK,Roundness_nucleus_SITK,bbox_nuc_0,bbox_nuc_1,bbox_nuc_2,bbox_nuc_3,bbox_nuc_4,bbox_nuc_5,centroid_nuc_0,centroid_nuc_1,centroid_nuc_2,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Maximum,Mean,Minimum,x_length,y_length,z_length,Size of estimated periphery,p_nuc_min_560
0,2023-10-03_Z_stack2_nuc19,1,HeLa,Confined,"[(71.49697222802256, 122.51480183021764, 116.92405842336055)]",272973.0,5.1716057042536505,0.1354503015217809,0,35,55,231,163,37,116.92405842336055,122.51480183021764,71.49697222802256,0.5829764977648263,0.11272640087107363,28.074606664367792,249.05085629831305,233.94443784796422,272183.7916666667,145.19079597012157,0.12048411507654154,168576.0365423232,0.6193463450195887,272973.0,199.0,108.53156539291432,57.0,24.14891596193641,14.639373919448603,6.828733689189612,115017,0.920279077940867
1,2023-10-03_Z_stack3_nuc20,2,HeLa,Confined,"[(52.78520529981567, 88.21472047307411, 135.8555354867443)]",161666.0,6.467114167934446,0.1529322444418432,19,6,40,232,173,30,135.8555354867443,88.21472047307411,52.78520529981567,0.6759642650412654,0.10452332330746074,27.44020570849758,262.52710725414653,236.03813251252433,161215.625,177.4589431084586,0.13770958368643596,104021.88353134051,0.645234502123107,161666.0,220.0,117.57358999418554,71.0,24.66617360048633,16.360577405346525,6.182982627710883,72117,1.0659418157350677
2,2023-10-03_Z_stack4_nuc21,3,HeLa,Confined,"[(60.177934435338244, 139.96237671898874, 97.4189331851646)]",143980.0,4.919343004942015,0.19211430886850012,23,70,47,162,143,28,97.4189331851646,139.96237671898874,60.177934435338244,0.7439281861962709,0.15122510982643717,27.633391968268427,182.7301828379136,171.84004189943624,143745.83333333334,135.938133481922,0.1736226426670464,76431.89116944757,0.5317155245273026,143980.0,245.0,125.38153910265315,59.0,17.96697619566694,13.313391457235372,5.954437573032984,56060,1.3626278140354988
3,2023-10-03_Z_stack4_nuc22,4,HeLa,Confined,"[(59.73166937196858, 101.27556028648907, 90.50628802073048)]",207617.0,4.825836596187746,0.20390854673722547,6,17,47,154,161,29,90.50628802073048,101.27556028648907,59.73166937196858,0.7039569144271715,0.14587251358309178,28.064899948418287,192.39333894409094,186.87161368169325,207453.70833333334,135.4366212394232,0.18415649513894924,92026.142643115,0.44359844604584675,207617.0,228.0,117.8942620305659,51.0,19.555824636013813,13.156106290523212,6.21389441113995,68670,0.8887945790769421
4,2023-10-03_Z_stack4_nuc23,5,HeLa,Confined,"[(59.641085383764576, 85.08581893347356, 115.06702054359849)]",220604.0,6.026759510236337,0.1523098608784731,8,18,47,194,148,29,115.06702054359849,85.08581893347356,59.641085383764576,0.7729243524106117,0.12824874646114864,26.793041011375298,208.91464244831366,197.7220270986518,218588.91666666666,161.47521472345733,0.1358737632207963,129151.84429601998,0.5908435169792612,220604.0,214.0,111.91316113941724,65.0,20.284407212253598,15.241951115199054,5.970768146143381,90217,0.5924355485130365
5,2023-10-03_Z_stack4_nuc24,6,HeLa,Confined,"[(58.58138644197626, 78.69917260916878, 77.30504033606293)]",164493.0,4.342204389091103,0.20959511781578324,17,15,45,130,150,31,77.30504033606293,78.69917260916878,58.58138644197626,0.7937469159530469,0.18279814693826318,30.197745759004142,165.19722034820677,158.35403373454054,164066.79166666666,131.12478417540504,0.18936691191293106,76535.07013272638,0.4664872723800325,164493.0,233.0,119.78845908336525,70.0,16.502030231552254,12.871057765332417,6.518381528082232,56781,1.2942634759774618
6,2023-10-03_Z_stack5_nuc25,7,HeLa,Confined,"[(58.560745199301714, 109.22203229560664, 47.68742271603142)]",219968.0,3.7745410284615457,0.17309486864937126,0,11,41,105,202,35,47.68742271603142,109.22203229560664,58.560745199301714,0.49443109374756244,0.13099105030766803,27.3236120697807,208.5914419771716,203.28797308252155,217986.95833333334,103.13409480315416,0.1539687117400941,113764.12288983382,0.5218849960550032,219968.0,253.0,111.20439336630783,74.0,20.795197690353504,10.824576644069415,6.385610139937009,81493,0.2648964507876246
7,2023-10-03_Z_stack5_nuc26,8,HeLa,Confined,"[(57.17233734586563, 111.28532952234376, 106.24015647043734)]",109158.0,5.7706088719417385,0.176519908014387,8,37,46,185,153,26,106.24015647043734,111.28532952234376,57.17233734586563,0.6014560761250038,0.10422748958943472,24.147133780879003,231.67720796113983,199.64217991196148,108076.04166666667,139.34366442790366,0.1585823181256473,69190.90044950193,0.6402057235118199,109158.0,213.0,121.7347239780868,48.0,20.87444778322496,12.606611478237893,5.518475083183546,48688,1.0630121016984584
8,2023-10-03_Z_stack5_nuc27,9,HeLa,Confined,"[(58.21155988746303, 107.35003486722401, 153.28400355886149)]",124759.0,5.866871494611866,0.1658948486512125,47,37,47,212,143,26,153.28400355886149,107.35003486722401,58.21155988746303,0.5695559216378376,0.09708000629652784,23.036367653716606,237.29260568188207,218.93149613520663,123392.79166666667,135.15140872698834,0.1482326233941293,80859.96016074471,0.6553053794194059,124759.0,198.0,117.45933359517149,57.0,23.012577639860233,11.615491152160487,5.298640201311622,56156,1.050822351483522
9,2023-10-03_Z_stack6_nuc28,10,HeLa,Confined,"[(32.09110443261023, 124.76583424700446, 204.85089866081918)]",204304.0,6.78028869785421,0.10499959236384894,55,0,17,285,218,34,204.85089866081918,124.76583424700446,32.09110443261023,0.6160532469029969,0.09085944188452685,28.0240517823946,308.43301698914604,297.4861341306515,201880.875,190.01116156825063,0.09299777053500931,178954.1219640417,0.88643424972297,204304.0,190.0,108.82164813219516,77.0,31.333570823445292,17.526793468860525,6.57600966627015,115751,0.7424740113946481
