,Image_name,Volume_agg_SITK (nm^3),Centroid,bbox_agg_0,bbox_agg_1,Aggregate ID,bbox_agg_2,bbox_agg_3,bbox_agg_4,bbox_agg_5,centroid_agg_0,centroid_agg_1,centroid_agg_2,Elongation,Flatness,LeastAxisLength,MajorAxisLength,Maximum3DDiameter,MeshVolume,MinorAxisLength,Sphericity,SurfaceArea,SurfaceVolumeRatio,VoxelVolume,Maximum,Mean,Minimum,r_agg_dist_488,r_agg_dist_560,r_agg_dist_405,p_agg_min_488,p_agg_min_560,p_agg_min_405
5,2023-10-03_Z_stack1_nuc1,620.0,"(38.056451612903224, 210.09677419354838, 587.1387096774193)",582,205,6,34,11,11,9,587.1387096774193,210.09677419354838,38.056451612903224,0.880951395416217,0.7327477761639994,8.034258442617311,10.964562027983732,12.884098726725126,609.4166666666666,9.659246218679934,0.9041657239913876,384.4551091198884,0.6308575563296405,620.0,584.0,327.4532258064516,196.0,8.684169579158345,8.424731994588768,8.657729369262464,0.8480835449859042,0.9948366872872298,0.7813070465273402
6,2023-10-03_Z_stack1_nuc1,594.0,"(38.79124579124579, 146.77272727272728, 591.9006734006734)",587,142,7,35,11,11,9,591.9006734006734,146.77272727272728,38.79124579124579,0.9089887738882396,0.7623018342389954,8.041511419784227,10.548986055913211,12.24744871391589,583.5,9.588909900728686,0.9082036639422366,371.8160348411449,0.6372168549119879,594.0,512.0,318.72053872053874,200.0,2.3989771140019123,2.042266164212922,2.3226048396575396,1.6408326267476447,0.3918110110672293,1.8095843733164536
7,2023-10-03_Z_stack1_nuc1,1093.0,"(41.65690759377859, 114.67337602927722, 662.3193046660567)",655,108,8,37,15,14,10,662.3193046660567,114.67337602927722,41.65690759377859,0.9612137758912833,0.7136184700231626,9.255491446516759,12.969803663036279,15.297058540778355,1079.5416666666667,12.466753951515699,0.8960340284766851,567.9619317096731,0.5261139511765083,1093.0,672.0,331.92680695333945,174.0,6.593068683885842,7.165124233228789,6.522502748494351,1.393082896138523,0.0960590152760231,1.3337713908235496
8,2023-10-03_Z_stack1_nuc2,3820.0,"(34.12251308900524, 57.4413612565445, 182.64267015706807)",169,45,9,27,26,25,15,182.64267015706807,57.4413612565445,34.12251308900524,0.4924774204712806,0.46629913733238665,13.755616914532895,29.499554713367694,31.54362059117501,3795.5,14.52786461029073,0.7878067052627461,1493.6325936203875,0.39352722793318073,3820.0,993.0,391.813612565445,180.0,4.363925663748266,4.5931961218094,4.403032306143408,2.8041464280328294,0.06816838334614678,2.592969009796591
9,2023-10-03_Z_stack1_nuc2,363.0,"(34.225895316804404, 75.08539944903582, 84.60330578512396)",81,71,10,31,8,10,8,84.60330578512396,75.08539944903582,34.225895316804404,0.8719285993365284,0.7585574210817975,6.88914404628115,9.081901850563101,10.488088481701515,354.125,7.918769959873311,0.9173374975328269,263.8716320563078,0.7451369772151297,363.0,662.0,378.77134986225894,219.0,7.752449325116814,7.632135077560054,7.657732021301122,0.8006118363829741,0.4122184987823068,0.7055560276663738
10,2023-10-03_Z_stack1_nuc2,875.0,"(38.448, 121.76114285714286, 197.70285714285714)",192,116,11,33,13,13,12,197.70285714285714,121.76114285714286,38.448,0.8466226673130534,0.6418175103969783,8.388116526934065,13.0693170426993,15.748015748023622,862.375,11.064780054650027,0.8726230969719706,502.09765443251933,0.5822265887027329,875.0,829.0,371.9428571428571,203.0,6.006642314242736,6.0191716009854925,6.108394043845767,2.130831304169077,0.11517510506569235,2.2971766279061594
11,2023-10-03_Z_stack3_nuc3,394.0,"(24.779187817258883, 113.21319796954315, 220.23857868020303)",216,109,12,20,9,9,10,220.23857868020303,113.21319796954315,24.779187817258883,0.9411110168240889,0.8912267331906936,7.702543048819175,8.6426301657752,10.488088481701515,384.3333333333333,8.133674463347244,0.9005443484901238,283.8688387253437,0.7386006211413974,394.0,1188.0,709.7893401015228,414.0,4.625136021471589,4.74647471620434,4.346193403842352,1.2667884385867398,0.8145908342060838,1.7141626135375017
12,2023-10-03_Z_stack3_nuc3,866.0,"(26.77713625866051, 83.83602771362587, 144.73441108545035)",139,79,13,22,13,11,12,144.73441108545035,83.83602771362587,26.77713625866051,0.827566935083642,0.8035678268290314,9.785883700693716,12.178043189347076,14.177446878757825,853.875,10.078145877524179,0.9029056795103023,482.0638946887806,0.5645602631401324,866.0,1031.0,656.377598152425,469.0,4.868794368185645,4.70058631448242,5.24630600239763,1.8899370271840545,0.5345571783318022,2.130567840490833
13,2023-10-03_Z_stack3_nuc3,922.0,"(28.83188720173536, 89.10086767895879, 246.41973969631238)",242,82,14,23,10,15,12,246.41973969631238,89.10086767895879,28.83188720173536,0.6039635914613456,0.49687051914764235,8.11179703796257,16.325776485749184,17.944358444926362,909.1666666666666,9.860174599728264,0.8454962034990584,536.7863525886801,0.5904157865320038,922.0,878.0,637.7798264642082,451.0,7.537595700420954,7.612193916383187,7.394152038693988,2.4984873478590988,0.14068184700156236,2.860132100690278
14,2023-10-03_Z_stack3_nuc3,1465.0,"(31.98839590443686, 145.83754266211605, 131.78634812286688)",124,140,15,25,17,13,15,131.78634812286688,145.83754266211605,31.98839590443686,0.6481288410641586,0.5223563468639026,9.497363898481575,18.181771802910756,20.8806130178211,1449.25,11.784130687113546,0.8581870188440952,721.6573781876016,0.4979523051147846,1465.0,1039.0,653.4839590443686,448.0,6.5410908236960195,6.527504470455597,6.568217756602429,2.5864962229430004,0.5290908783350116,2.2062736005938266
15,2023-10-03_Z_stack3_nuc3,1379.0,"(31.673676577229877, 130.13705583756345, 121.82886149383611)",114,124,16,26,17,13,14,121.82886149383611,130.13705583756345,31.673676577229877,0.756970409300263,0.5866514408987867,9.55461973275712,16.28670632448945,18.138357147217054,1363.9583333333333,12.328554752601962,0.8717864036629211,682.2466869140475,0.5001961352050448,1379.0,1576.0,683.8469905728789,391.0,6.693814054141288,6.62813487862231,6.841583547691532,2.5841185514594724,0.14711017918819816,2.7097343371543805
