,Condition,x_length
0,Non-Confined,0.4579442438541197
1,Non-Confined,0.5323779750928085
2,Non-Confined,0.685410740576277
3,Non-Confined,2.322350901581524
4,Non-Confined,2.228616923406368
5,Non-Confined,0.4700797365501112
6,Non-Confined,0.4125361470722297
7,Non-Confined,3.063294550684833
8,Non-Confined,1.2284038627640903
9,Non-Confined,0.954157398371841
10,Non-Confined,0.876301679692121
11,Non-Confined,0.8328863417359965
12,Non-Confined,1.2188957576487724
13,Non-Confined,0.5103890849520527
14,Non-Confined,1.31448033881111
15,Non-Confined,1.1791427358802786
16,Non-Confined,1.500934171297602
17,Non-Confined,1.3642178344640692
18,Non-Confined,0.7820287850320002
19,Non-Confined,0.515275856024846
20,Non-Confined,0.5717352111379485
21,Non-Confined,0.3534409137074957
22,Non-Confined,1.893154064875377
23,Non-Confined,0.6408177356056778
24,Non-Confined,0.8043499983463727
25,Non-Confined,1.2855847520224928
26,Non-Confined,0.3845570860702679
27,Non-Confined,0.624030285946974
28,Non-Confined,0.4806324590262341
29,Non-Confined,0.6419522646072996
30,Non-Confined,0.7859044595500038
31,Non-Confined,0.4189318359789872
32,Non-Confined,0.8188221066569137
33,Non-Confined,0.8612609244723792
34,Non-Confined,0.3384784454985303
35,Non-Confined,0.9855351781655052
36,Non-Confined,0.6464764619057826
37,Non-Confined,0.6222107729011014
38,Non-Confined,0.5914439853933755
39,Non-Confined,0.4371447368952004
40,Non-Confined,0.2989514051582112
41,Non-Confined,1.39049215295704
42,Non-Confined,3.801860493275025
43,Non-Confined,0.9742391891732912
44,Non-Confined,0.5539229646674446
45,Non-Confined,3.113796695617061
46,Non-Confined,0.667574878133038
47,Non-Confined,1.4923194370660482
48,Non-Confined,0.3852703797663939
49,Non-Confined,1.4831914572259592
50,Non-Confined,0.6537923662142722
51,Non-Confined,0.5325607812461947
52,Non-Confined,0.4498638777064775
53,Non-Confined,0.5122807634576625
54,Non-Confined,1.0368506656390304
55,Non-Confined,0.6218348439740158
56,Non-Confined,0.5896567062686926
57,Non-Confined,0.3545267358908356
58,Non-Confined,0.2393669378410096
59,Non-Confined,0.3209016472709787
60,Non-Confined,1.1205155370113695
61,Non-Confined,0.9962776069500666
62,Non-Confined,0.4098946887547309
63,Non-Confined,0.5770860723266178
64,Non-Confined,0.6043771165917325
65,Non-Confined,0.4878404301558855
66,Non-Confined,0.6087299601952472
67,Non-Confined,0.5550228613105317
68,Non-Confined,0.3484878007211288
69,Non-Confined,0.546930743436066
70,Non-Confined,1.35581568330708
71,Non-Confined,0.5295337537544443
72,Non-Confined,0.3661870408525967
73,Non-Confined,0.5981154233552821
74,Non-Confined,0.455368833607331
75,Non-Confined,0.3429405331698552
76,Non-Confined,0.3752539685572804
77,Non-Confined,1.0048063196082564
78,Non-Confined,0.3193482547623945
79,Non-Confined,0.9360765284479564
80,Non-Confined,1.2412281598319588
81,Non-Confined,1.8136393529007664
82,Non-Confined,0.8654293671466793
83,Confined,0.3197641243932439
84,Confined,0.4114108662604496
85,Confined,0.5895505565684949
86,Confined,0.4507549580464658
87,Confined,0.9112097961903916
88,Confined,0.5458367491795507
89,Confined,0.5674437812154126
90,Confined,0.4203419859238796
91,Confined,0.4114925273580333
92,Confined,0.5621500470608032
93,Confined,0.3499989249705024
94,Confined,0.3207283597804745
95,Confined,0.3141276741735876
96,Confined,0.3111124420304496
97,Confined,0.2839631144288931
98,Confined,0.3661561293906314
99,Confined,0.316438118111355
100,Confined,0.3207675832856591
101,Confined,0.337644032323669
102,Confined,0.2994386817110793
103,Confined,0.3879571010488503
104,Non-Confined,4.106983624317969
105,Non-Confined,3.1786454247781704
106,Non-Confined,0.4062846988836346
107,Non-Confined,0.5535724491370553
108,Non-Confined,1.964883084273335
109,Non-Confined,1.4416554122790608
110,Non-Confined,1.057555492032722
111,Non-Confined,2.054769500146387
112,Non-Confined,1.5461469111480903
113,Non-Confined,1.127208801502158
114,Non-Confined,1.0258039059246298
115,Non-Confined,0.7450535681252062
116,Non-Confined,1.2252828571187404
117,Non-Confined,0.6132046671772832
118,Non-Confined,0.6572038983054302
119,Non-Confined,0.6521067907153504
120,Non-Confined,0.6968951338189053
121,Non-Confined,0.7632096092553934
122,Non-Confined,1.4139149539256524
123,Non-Confined,0.8939393935884059
124,Non-Confined,0.6511977029199493
125,Non-Confined,1.0586346152781705
126,Non-Confined,0.3110511541244931
127,Non-Confined,0.6863496213588084
128,Non-Confined,0.9422739533324505
129,Non-Confined,0.243759142656025
130,Non-Confined,1.926661478709493
131,Non-Confined,1.465560889319227
132,Non-Confined,1.652488632630026
133,Non-Confined,0.4917817549135987
134,Non-Confined,0.9188681629683336
135,Non-Confined,0.5310221543785618
136,Non-Confined,0.4604203146447158
137,Non-Confined,0.9114281398622536
138,Non-Confined,0.9956464774327348
139,Non-Confined,0.501277681273472
140,Non-Confined,0.6069739947120578
141,Non-Confined,1.1870599673445112
142,Non-Confined,0.4705200534879237
143,Non-Confined,0.5571251695358322
144,Non-Confined,0.3399505548700143
145,Non-Confined,0.4614403932723278
146,Non-Confined,1.772597863438013
147,Non-Confined,0.6027333320603286
148,Non-Confined,1.5394021228804615
149,Non-Confined,0.8941706070734732
150,Non-Confined,1.5318010370167745
151,Non-Confined,3.105215506026921
152,Non-Confined,2.307647435005185
153,Non-Confined,0.4955302691293827
154,Non-Confined,1.045015863450156
155,Non-Confined,0.5563536254555816
156,Non-Confined,0.5032133420877445
157,Non-Confined,0.902232265704474
158,Non-Confined,1.239494359066272
159,Non-Confined,0.4258847050789762
160,Non-Confined,1.2726026576839211
161,Non-Confined,0.730385649336087
162,Non-Confined,0.95858185265075
163,Non-Confined,0.6229814373860008
164,Non-Confined,0.9299976285006204
165,Non-Confined,0.5466794318989449
166,Non-Confined,0.6508789915387476
167,Non-Confined,0.8465691669616703
168,Non-Confined,0.9353668647912454
169,Non-Confined,3.693868461116304
170,Non-Confined,2.045109758153044
171,Non-Confined,2.1113296489667173
172,Non-Confined,3.5449745618358057
173,Non-Confined,0.5213444439563313
174,Non-Confined,2.280322225370931
175,Non-Confined,1.2204088886077924
176,Non-Confined,0.5050223387827173
177,Non-Confined,0.525244488656335
178,Non-Confined,0.8884527928838895
179,Non-Confined,0.5022899649004796
180,Non-Confined,0.3304306236841891
181,Non-Confined,0.3383738204836417
182,Non-Confined,0.2742449534381428
183,Non-Confined,0.921925628302508
184,Non-Confined,0.9930154167671637
185,Non-Confined,0.7623755894987256
186,Non-Confined,0.487899498436834
187,Non-Confined,0.4412562091623798
188,Non-Confined,0.7073067407160818
189,Non-Confined,0.4767953016288637
190,Non-Confined,0.4530888015217793
191,Non-Confined,0.3018310379487172
192,Non-Confined,0.9573497898604976
193,Non-Confined,3.278196695363416
194,Non-Confined,2.036662146876106
195,Non-Confined,0.4860799476399152
196,Non-Confined,0.5621363382800127
197,Non-Confined,0.823313558175726
198,Non-Confined,0.8905946666744959
199,Non-Confined,0.7503164864708693
200,Non-Confined,1.9644859749606904
201,Non-Confined,0.3819278519145288
202,Non-Confined,0.5793629167137426
203,Non-Confined,0.3947884764269865
204,Non-Confined,0.6502432653637694
205,Non-Confined,2.0833611926566014
206,Non-Confined,0.6688813159999538
207,Non-Confined,0.5833173349706241
208,Non-Confined,0.8024170264975305
209,Non-Confined,0.3639159954207061
210,Non-Confined,0.820980920635382
211,Non-Confined,1.4346432239541986
212,Non-Confined,0.7685115305230935
213,Non-Confined,0.9564876390953908
214,Non-Confined,0.5221925994761472
215,Non-Confined,0.8725183617737904
216,Non-Confined,0.7793646312103775
217,Non-Confined,0.3476346964906892
218,Non-Confined,0.3186878816338162
219,Non-Confined,1.903560693261768
220,Non-Confined,0.6396231610388621
221,Non-Confined,0.4781339930402846
222,Non-Confined,0.5495105647027883
223,Non-Confined,1.1816570615670474
224,Non-Confined,0.8952676967497271
225,Non-Confined,0.6852351739548213
226,Non-Confined,0.5370100047679827
227,Non-Confined,0.6466311837667972
228,Non-Confined,1.3643622357063228
229,Non-Confined,0.3511555562778101
230,Non-Confined,1.0219927982350832
231,Non-Confined,0.6443881637152333
232,Non-Confined,0.4393161152595066
